source,date,week,rating,title,text,theme_label
Play Store,2026-08-14,2026-W33,1,,"Brokrage high , worst application. Don't use this application.",App Performance & UX
Play Store,2026-08-13,2026-W33,1,,Groww Investor App Review [name] my experience with the Groww Investor app. Charges were deducted from my account without clear information or proper notification beforehand. Customers should be clearly informed about any charges before they are applied. Groww should make all charges transparent and provide proper notifications to customers. I request the company to review this issue and improve its communication about fees and charges.,"Charges, Statements & Support"
Play Store,2026-08-13,2026-W33,1,,when I open my acct I see a kyc page I try to complete it. it only shows try again,Onboarding & KYC
Play Store,2026-08-13,2026-W33,4,,best quality app on share market,Orders & Investing
Play Store,2026-08-13,2026-W33,1,,unable to add money on groww,Payments & Withdrawals
Play Store,2026-08-13,2026-W33,1,,I'm unable to pay/approve UPI mandate. worst experience,Payments & Withdrawals
Play Store,2026-08-12,2026-W33,1,,unable to login. after allowing permission it's taking ages but not moving to next page,Onboarding & KYC
Play Store,2026-08-12,2026-W33,4,,can you add Sort By category under dashboard of mutual fund bottom nav menu. it would help to undersand the investors how different funds of same category is currently performing.,Orders & Investing
Play Store,2026-08-11,2026-W33,3,,app is lagging whenever there is expiry loading becomes difficult,App Performance & UX
Play Store,2026-08-11,2026-W33,1,,"The Groww app service is not working properly. Data is not loading in the app, and nothing is displayed on the screen, even though my internet is working perfectly with full speed. Please resolve this issue as soon as possible.",App Performance & UX
Play Store,2026-08-11,2026-W33,4,,"Very Good app. most features we need is all inbuilt. Only thing I found is little lag. most notifications are delayed. From opening bell to my watchlist stocks performance notifications. Whenever it touches all time high or low notifications are coming only after 15 minutes. The new update with technical section is too good. new feature ""your top movers"" is too good",App Performance & UX
Play Store,2026-08-11,2026-W33,1,,I have perfect network but still not loading,App Performance & UX
Play Store,2026-08-11,2026-W33,1,,app not working please support,App Performance & UX
Play Store,2026-08-11,2026-W33,1,,worst application just buffering how to take trade 😡,App Performance & UX
Play Store,2026-08-11,2026-W33,1,,Poor Service By Groww Agent Riya Poor Customer Service,"Charges, Statements & Support"
Play Store,2026-08-11,2026-W33,1,,very poor call support,"Charges, Statements & Support"
Play Store,2026-08-10,2026-W33,3,,currently from last 10 days . Apk not working smoothly sometimes it stuck and flash message wait or close apk not responding,App Performance & UX
Play Store,2026-08-10,2026-W33,5,,user interface is fantastic ✨,App Performance & UX
Play Store,2026-08-10,2026-W33,4,,great support,"Charges, Statements & Support"
Play Store,2026-08-10,2026-W33,1,,don't know why they removed my refer and earn option without reason and I tried to contact customer service yet there is no response from their side very disappointing it is,"Charges, Statements & Support"
Play Store,2026-08-10,2026-W33,1,,my pan card number as been taken in one account to open old account give option to open with pan card number to open old account,Onboarding & KYC
Play Store,2026-08-10,2026-W33,1,,"fraud app, my sip is not processed since over a month now. more than a month now your team unable to help, providing dumb solutions which dont even exist to waste my time. your company cant get on sip processed since 24 june neither giving my money back. updating this review today i.e. 10th august",Payments & Withdrawals
Play Store,2026-08-09,2026-W32,5,,"App and it's features are amazing. The only thing missing is other brokers allow to clone app like angel one, zerodha benefit is one doesn't have to log out and log in everytime.I request you to plz allow clone of groww app so one track investment and trading without multiple log in and log out",Onboarding & KYC
Play Store,2026-08-09,2026-W32,5,,It helps me in disciplined investment without any hesitation.,Orders & Investing
Play Store,2026-08-09,2026-W32,5,,amazing,Unthemed
Play Store,2026-08-08,2026-W32,3,,"I found the Groww app great to use—I've been using it for about three and a half years—but I've run into a problem with adding funds: I can't add more than ₹20,000 per day.",Payments & Withdrawals
Play Store,2026-08-07,2026-W32,5,,The application interface is very intuitive and great. Try increasing font size though. Also can you please make it easier to switch between two demat accounts without having to logout and then entering credentials manually each time if email account is other than gmail ?,Onboarding & KYC
Play Store,2026-08-07,2026-W32,5,,so simple that any rookie can start investing,Orders & Investing
Play Store,2026-08-07,2026-W32,5,,Withdrawal problem,Payments & Withdrawals
Play Store,2026-08-07,2026-W32,1,,Upi request already approved but status not updated in App poor service app lot's of bug,Payments & Withdrawals
Play Store,2026-08-06,2026-W32,1,,no costumer support I have called more than 10 times but no reply from their side 😞😞,"Charges, Statements & Support"
Play Store,2026-08-06,2026-W32,1,,Bahut charge cut karta hai .chor company hai itna charge leta hai.abe groww company tera jyada ghamand ho gya kya kai company scalping ke liye suvidha de rha hai application me or tera koi suvidha nhi hai website pe .trade karte hai to screen par dhan jaisa p/L dikhta nhi na target set hota hai.2 salo se me tera application use kar rha hn ab lagta hai chorna padega .,"Charges, Statements & Support"
Play Store,2026-08-06,2026-W32,4,,Plz compare yourself with zerodha. Zerodha doesn't charge On equity. And your charges are slightly high.,"Charges, Statements & Support"
Play Store,2026-08-06,2026-W32,1,,import of external funds not working properly. it's pop-up to mfcentral and sends an OTP option then no otp will be received at the registered mobile. kindly look into issue,Onboarding & KYC
Play Store,2026-08-06,2026-W32,5,,"Nice App, speed is much better than other trading apps 👍",Orders & Investing
Play Store,2026-08-05,2026-W32,1,,Groww is becoming the worst day by day. My hdfc dividend did not come in the bank and my bond payment did not come. The support team is not always answering. I've been using groww for a long time but now it's performing worst day by day and increasing its charges. Zerodha is better option,"Charges, Statements & Support"
Play Store,2026-08-05,2026-W32,5,,after update and connecting to my pc. i can't find scalper mode in my phone app. please solve this or i permanently close my demat account from groww,Onboarding & KYC
Play Store,2026-08-05,2026-W32,5,,"Excellent tool. To add, for a first time investor in the stock market this tool is very simple to understand, gives a lot of metrics to make decisions as well as post purchase real time tracking is definitely well designed. Hope to see an expansion to purchasing more into the international market, and not having to sign up for other tools outside GROWW. this should be a one stop shop for all markets.",Onboarding & KYC
Play Store,2026-08-05,2026-W32,1,,this app is literally fake app I was deposited 500 rupees and now I want to withdraw but my withdrawal money showing zero,Payments & Withdrawals
Play Store,2026-08-04,2026-W32,5,,new Update,App Performance & UX
Play Store,2026-08-04,2026-W32,5,,"Nice for investing in mutual fund ,stock market etc.",Orders & Investing
Play Store,2026-08-04,2026-W32,5,,gatan 4,Unthemed
Play Store,2026-08-04,2026-W32,5,,good and easy to use,Unthemed
Play Store,2026-08-04,2026-W32,5,,weary good,Unthemed
Play Store,2026-08-04,2026-W32,5,,actually when compared to other apps grow is user friendly and literally superb I love this one..thank u grow,Unthemed
Play Store,2026-08-03,2026-W32,1,,earlier it had icon to load multiple charts on single screen which is missing now layout to split screen for various indices chart it had become pathetic after updates my older phones has layout icon but the recent does not no customer support,App Performance & UX
Play Store,2026-08-03,2026-W32,5,,"Now after these many years, and some disappointment in the early stages, I can say that Groww has improved a lot and has been really really great at judging what users need. Good work. Now if possible roll out some program where people can choose a different brokerage plan rather than this flat brokerage system so that higher volume and frequency traders get some advantage.","Charges, Statements & Support"
Play Store,2026-08-03,2026-W32,1,,charges too much,"Charges, Statements & Support"
Play Store,2026-08-03,2026-W32,5,,It's a perfect app for biggeners. absolutely fine. the app provide you everything. the payment is very easy and secure,Payments & Withdrawals
Play Store,2026-08-03,2026-W32,4,,A good app has a good interface for beginners.Better feeling using upi and money receiving.Thank you for your valuable system maintenance Yogeshwara m p,Payments & Withdrawals
Play Store,2026-08-03,2026-W32,3,,ADD SWP OPTION. AND GIVE OPTION OF TRANSFER MUTUAL FUNDS TO OUR CHILDREN.,Payments & Withdrawals
Play Store,2026-08-02,2026-W31,5,,Good Application for trading,Orders & Investing
Play Store,2026-08-02,2026-W31,5,,very good best experience,Unthemed
Play Store,2026-08-01,2026-W31,5,,Best Application for investors Easy Ui and it improving after every Update,App Performance & UX
Play Store,2026-08-01,2026-W31,1,,"Their customer support bhogash,They are very poor, if you put SL on them, Even if it doesn't go to the market, their SL will be a hit.I'm talking to the owner of Grow. I'll give you a good job with good income. Why are you wasting money?","Charges, Statements & Support"
Play Store,2026-08-01,2026-W31,5,,its gave investment msg before kyc complate,Onboarding & KYC
Play Store,2026-08-01,2026-W31,3,,Worst experience...... Couldn't start trading as my KYC was not verified by the Groww team even after 5weeks from opening the account and despite of all the necessary documents...... helpline is also useless.....at the end they sent an account freezed email.......no senior officel contact me,Onboarding & KYC
Play Store,2026-08-01,2026-W31,5,,very nice app 👍🏻,Unthemed
Play Store,2026-07-31,2026-W31,5,,"very easy to use I most like new features for tax file that is excellent for investor's, trader's, no hassle for tax payments.","Charges, Statements & Support"
Play Store,2026-07-31,2026-W31,1,,"useless app, very difficult too analyze stocks. Also my Demat account could not be added too Income tax portal. Your helpline always remains busy, it seems yo have no champions, always sleeping, no remedy. I feel trapped in your app, no solutions yet. Two factor authentication is not in your app, different app...",Onboarding & KYC
Play Store,2026-07-31,2026-W31,1,,app open krte h to password dalte be apne aap back ho raha h fix kro es ko,Onboarding & KYC
Play Store,2026-07-31,2026-W31,2,,There KYC process is bad let me share my recent experience I requested them to add last name in my groww account I have provided all the supporting documents to them which I provided in all my banks and other investment companies and they have accepted it and added my last name in their records but in groww case they ask me extra documents publish ad in newspapers or gazette I provided them news paper ad now they are required merriage certificate and gazette also see their hypocrisy,Onboarding & KYC
Play Store,2026-07-31,2026-W31,5,,good for sip,Orders & Investing
Play Store,2026-07-31,2026-W31,5,,This App Really Good But The Main Problem is Brokrage If You Think That You Profit Can Solve The Problem So You Are Very Wrong Please Keep Yur Mind Calm And Think You Manage App Thats Really Charge High Brokrage,Orders & Investing
Play Store,2026-07-30,2026-W31,5,,Good app,Unthemed
Play Store,2026-07-29,2026-W31,5,,the app and the ui is absolutely good and the friendly help me to short and easy to handle but some concerns here sometime ui feel little bit lagy and slow to update price and chart overall I rate this 9.3 / 10,App Performance & UX
Play Store,2026-07-29,2026-W31,1,,"Very disappointing experience. Some brokers asked for my Groww login password, saying they would manage my account and show profits. I trusted them and shared my credentials, after which I suffered losses of around ₹7 lakh. I request Groww to investigate the account activity, check whether these people were authorised, and provide a proper explanation. I have evidence and details regarding this issue. Please take this complaint seriously and contact me.",Onboarding & KYC
Play Store,2026-07-29,2026-W31,1,,When I filled the details then groww debited 0.01 inr .[name] 😔😔,Payments & Withdrawals
Play Store,2026-07-28,2026-W31,1,,"They make it unnecessarily hard to transfer and close your demat account. The way they process queries tests your patience. The customer care ends conversation abruptly when it is related to closure. They make it unnecessarily expensive to transfer your holdings, hoping you will give up. Edit: Don't be fooled by their response here. Their respond so slowly, that I get faster response from official complaints with CDSL or SEBI",Onboarding & KYC
Play Store,2026-07-28,2026-W31,1,,panoti app har bar paise jate khali naam ka grow hai asli mai barbad ho jate,Payments & Withdrawals
Play Store,2026-07-28,2026-W31,1,,worst service ever... i placed a redemption order a week ago .. but did not receive any amount,Payments & Withdrawals
Play Store,2026-07-28,2026-W31,1,,"Very disappointing experience. I have been trying to transfer stocks from my Groww account for a long time, but the process is unnecessarily complicated and confusing. Even after completing CDSL Easiest registration and all required steps, the transfer still doesn't work smoothly. In contrast, Angel One offers a simple in-app stock transfer process. Groww should improve this feature and provide a more user-friendly experience.",Payments & Withdrawals
Play Store,2026-07-27,2026-W31,5,,this app payment investment good,Payments & Withdrawals
Play Store,2026-07-26,2026-W30,5,,Friendly use. but their brokerage high.,"Charges, Statements & Support"
Play Store,2026-07-26,2026-W30,4,,This Groww app is very beautiful and Indian Stock market no 1 I'm using this app 2022 very helpful app I'm recommendation all people. install your Groww app and Open your free demat account and [name] thank you groww app and all team members.,Onboarding & KYC
Play Store,2026-07-25,2026-W30,4,,good 👍,Unthemed
Play Store,2026-07-25,2026-W30,5,,Excellent,Unthemed
Play Store,2026-07-24,2026-W30,1,,hamesha slow chalta hai fhaltu ka app hai,App Performance & UX
Play Store,2026-07-24,2026-W30,1,,don't trad this app..withdrawal is froude..[name] days withdrawal but not credited in bank acount. It's desipointed ...this broker is froude..don't trade and high brokerage charges .and withdrawal holded. He said my money is froude amound and go to cyber security..I will sent screenshot..[name] ..froud,Payments & Withdrawals
Play Store,2026-07-24,2026-W30,5,,very good 👍,Unthemed
Play Store,2026-07-23,2026-W30,5,,Best for Mutual Fund,Orders & Investing
Play Store,2026-07-23,2026-W30,5,,you can rely on Groww .one of the best platform for investing.,Orders & Investing
Play Store,2026-07-23,2026-W30,1,,Market chart response is slow 😞,Orders & Investing
Play Store,2026-07-23,2026-W30,1,,withdraw money cheater 🙏don't believe this app please please please 🙏 22July ultra tech cement price ₹1500up why show down price 🙏,Payments & Withdrawals
Play Store,2026-07-22,2026-W30,5,,intraday investing option to be removed from main page on stocks,Orders & Investing
Play Store,2026-07-21,2026-W30,5,,good smooth and every month new updates... thnks to grow staff,App Performance & UX
Play Store,2026-07-21,2026-W30,3,,good app but need to see hidden charges,"Charges, Statements & Support"
Play Store,2026-07-21,2026-W30,1,,"very high cost, don't use this app, and customer care service is very poor poor poor","Charges, Statements & Support"
Play Store,2026-07-21,2026-W30,5,,best for investment,Orders & Investing
Play Store,2026-07-21,2026-W30,1,,why upi transaction not valid for statement,Payments & Withdrawals
Play Store,2026-07-21,2026-W30,2,,Voda Paisa jata hai,Payments & Withdrawals
Play Store,2026-07-21,2026-W30,5,,best treding platfrom,Unthemed
Play Store,2026-07-20,2026-W30,1,,sabse beker app hai fake promise karti hai refer krwati hai uska payment nhi karte aap ka promotion karwate hai fake aur sharm kro customer support kam nhi karta ticket rise ke baad bhi farzi aap khe to complain no du,"Charges, Statements & Support"
Play Store,2026-07-20,2026-W30,4,,not zero charge demat account every sell and buy cut tread charges,Onboarding & KYC
Play Store,2026-07-20,2026-W30,1,,I don't know what is wrong with you guys One week you can't solve a simple problem regarding the KYC. Do i have to leave every important and crucial work just to call you and not get any solution.,Onboarding & KYC
Play Store,2026-07-19,2026-W29,5,,"मैं पिछले काफी समय से Groww ऐप का उपयोग कर रहा हूँ और मेरा अनुभव अब तक बहुत अच्छा रहा है। यह ऐप उन लोगों के लिए भी बेहद उपयोगी है जो पहली बार निवेश की शुरुआत करना चाहते हैं और उन लोगों के लिए भी जो पहले से शेयर बाजार या म्यूचुअल फंड में निवेश कर रहे हैं। इसका इंटरफेस बहुत ही साफ, सरल और समझने में आसान है। किसी भी फीचर तक पहुँचना आसान है और निवेश करने की पूरी प्रक्रिया कुछ ही मिनटों में पूरी हो जाती है। Groww के माध्यम से मैंने SIP, म्यूचुअल फंड और शेयरों में निवेश शुरू किया। KYC की प्रक्रिया बहु",Onboarding & KYC
Play Store,2026-07-19,2026-W29,1,,Why nowadays it requires a selfie if [name] my other family member account is OTP is not enough?,Onboarding & KYC
Play Store,2026-07-19,2026-W29,1,,just got update twice within a week.!!! fed up with this update notifications N Make difficult to trade with it.. Will recommend to try out other option if your trading in FnO,Orders & Investing
Play Store,2026-07-18,2026-W29,1,,It's not working,App Performance & UX
Play Store,2026-07-18,2026-W29,5,,"question? is there an option where funds transferred to groww can be used for daily transactions travel, food, etc.. and get interests as well... I just saw an app called curie app which has this . can you tell me?",Payments & Withdrawals
Play Store,2026-07-17,2026-W29,1,,vahiyat kism ka aap h bar bar lag krta h 2sale se uske kr rah hu but ye thik nahi hua Aaj tak final me jja isko log out kr raha hua hamesa ke liye ...,App Performance & UX
Play Store,2026-07-17,2026-W29,2,,they charge very high brokerage on dilivery shares nd very high other charges dp or intra day,"Charges, Statements & Support"
Play Store,2026-07-17,2026-W29,5,,grow jis speed or consistency ke sath apne ap ko upgrade kar raha sayad ek din aisa ayega ki bina kisi add ya extra effort ke hi apne sare competitors ko samapt kar dega i love grow at every segment of trading 💖,Orders & Investing
Play Store,2026-07-16,2026-W29,1,,There is no customer support really very worst,"Charges, Statements & Support"
Play Store,2026-07-16,2026-W29,1,,"No support at all... worst support services, better to go for old and established platform, got reply like wait for few days.... Don't be shy on playstore,i already contacted your customer service but no response, worst service, don't go for this platform,go for old established platform though they take charge...","Charges, Statements & Support"
Play Store,2026-07-16,2026-W29,1,,आसान इंटरफेस है लेकिन High Brokerage charges.hai stoxcard app best 👌 है,"Charges, Statements & Support"
Play Store,2026-07-16,2026-W29,1,,apply ipo madrate request take too much time and not showing in groww,Orders & Investing
Play Store,2026-07-16,2026-W29,1,,this trading side is more badd. this side is very dengar. this app is gold digger. a blady app.,Orders & Investing
Play Store,2026-07-16,2026-W29,1,,"Pathetic, [name] withdraw my money from last 1 week ,raised my complaint also,then also no resolution till date",Payments & Withdrawals
Play Store,2026-07-16,2026-W29,4,,withdraw,Payments & Withdrawals
Play Store,2026-07-15,2026-W29,5,,very good trading app,Orders & Investing
Play Store,2026-07-15,2026-W29,3,,It's overall function is not good as others. withwral of some M.fund taking so much time to credit into the bank account. recently i faced in Nippon India Taiwan Fund process.,Payments & Withdrawals
Play Store,2026-07-14,2026-W29,4,,Widget stopped working after update I guess.,App Performance & UX
Play Store,2026-07-14,2026-W29,5,,"after app updation, [name] see Cart during MF buy & not receiving OTP through sms only receiving OTP through email. pl check.",Onboarding & KYC
Play Store,2026-07-14,2026-W29,5,,Simple & Easy Investing & trading.,Orders & Investing
Play Store,2026-07-13,2026-W29,1,,Very inconvenient. Adding nominee is mandatory (even when it is not mandatory anywhere else in the India). AND I have to pay ₹50 to just change my account email address! Worst app I've ever invested my time and energy into. Useless. I'm closing my account with them will never reuse.,App Performance & UX
Play Store,2026-07-13,2026-W29,1,,"worst app. Totally fake app. Do not install. I added 2 leads and completed both leads with full procedure but no leads approve for payment. Fake customer support. As I shared my review on google play store so that no other one mislead with this app, I received a call from developer for remove my review from play store but not getting any resolution from developer. So [name] app, Don't waste your time and energy for doing task because there is no payment procedure in this app.","Charges, Statements & Support"
Play Store,2026-07-13,2026-W29,5,,Good service and best support,"Charges, Statements & Support"
Play Store,2026-07-13,2026-W29,5,,This platform very easy to use for investment in individual and mutual funds so I suggested to you for achieving a great revenue use it and invested your money for safely groww.,Orders & Investing
Play Store,2026-07-13,2026-W29,5,,good app and fast cash withdrawal,Payments & Withdrawals
Play Store,2026-07-13,2026-W29,5,,"मेरे लिए बेस्ट है i love this application, trust and easy to use। thank you",Unthemed
Play Store,2026-07-13,2026-W29,4,,I hate how it shows financials now before it was better and simple,Unthemed
Play Store,2026-07-13,2026-W29,5,,Nice,Unthemed
Play Store,2026-07-13,2026-W29,5,,grow is up to the mark,Unthemed
Play Store,2026-07-12,2026-W28,1,,worst customer service,"Charges, Statements & Support"
Play Store,2026-07-11,2026-W28,5,,"App is very user friendly. 1---In alarm please add rsi level too. suppose when rsi(100) hit 50 then notify me, many user trade with rsi . 2--- and INDICATOR such as horizontal and trend line also work on rsi in Android phone. currently indicator is not working on rsi in Android phone.",App Performance & UX
Play Store,2026-07-10,2026-W28,1,,when time to withdraw shows error. same time if you add many server works smoothly.,App Performance & UX
Play Store,2026-07-10,2026-W28,1,,"Whenever I need to buy a dip...the app crashes. It's happening again and again. I've missed so many good opportunities. What a waste. I've been with you guys since very beginning. At that time you didn't even had license for stock broking. [name] I expect. Now, I'm trying to reinstall but unable to do so. Really not happy with the experience. And now removed my favorite feature. Great...👏",App Performance & UX
Play Store,2026-07-10,2026-W28,1,,your app is good and very easy but brokrage charges is high 😔,"Charges, Statements & Support"
Play Store,2026-07-10,2026-W28,2,,"this app is user friendly and with good interface but since the last few months ,their customer support service has became too bad. There would be no one to help if you have any problem.","Charges, Statements & Support"
Play Store,2026-07-10,2026-W28,1,,evry brokage charge is 20 but add extra charges is too high so plz don't used Grow aap,"Charges, Statements & Support"
Play Store,2026-07-10,2026-W28,1,,"[name] the Service of Groww. We do not have option to talk with any of their representative, though the Phone number is given in the help section. If anyone want to open demat account please check for other apps, who support through phone in case of emergency. I had lost enough due to some system error in Groww App.",Onboarding & KYC
Play Store,2026-07-10,2026-W28,1,,please clear app issue we can't withdraw money if it's very urgent,Payments & Withdrawals
Play Store,2026-07-10,2026-W28,1,,"while retrieve our money, it shows minions ran into error.. if we add money means without internet also you may receive it.. worst experience",Payments & Withdrawals
Play Store,2026-07-10,2026-W28,1,,Worst service ever experienced by you Dalals when I want to average my trade my money has been debited from the account but not added to grow that put me in a loss of 78000 whose gonna pay for it. I have been trying to connect to the coustomer executive team there are not even answering the call. Worst service ever Not gonna use the platform ever in my entire life biggest loss ever I have maded it from a small small amount and by your glitch I LOST EVERYTHING,Payments & Withdrawals
Play Store,2026-07-10,2026-W28,5,,Not able to withdraw money...what wrong today???,Payments & Withdrawals
Play Store,2026-07-10,2026-W28,1,,very bad experience some time withdraw request not working.if incase withdrawal money not reflected.custumer support team not well.instant withdrawal not working.chat support auto disconnected.overall worst experience.,Payments & Withdrawals
Play Store,2026-07-10,2026-W28,1,,"cannot withdraw money, everything is working fine but when comes to withdrawal it's not working that too on Friday, don't know if it deliberately done",Payments & Withdrawals
Play Store,2026-07-10,2026-W28,3,,ammount withdrawal failed,Payments & Withdrawals
Play Store,2026-07-10,2026-W28,4,,good experience,Unthemed
Play Store,2026-07-09,2026-W28,1,,tab version is not much as expected. please improve tab version interface,App Performance & UX
Play Store,2026-07-09,2026-W28,1,,very disturbing [name],Unthemed
Play Store,2026-07-09,2026-W28,5,,good experience better life,Unthemed
Play Store,2026-07-08,2026-W28,5,,Fast Support,"Charges, Statements & Support"
Play Store,2026-07-08,2026-W28,2,,koi grow use n kare ye apna man se demat account chalu kar deta hai bekar bad,Onboarding & KYC
Play Store,2026-07-08,2026-W28,5,,very easy& quickly redeem process,Payments & Withdrawals
Play Store,2026-07-08,2026-W28,5,,ezee use,Unthemed
Play Store,2026-07-07,2026-W28,5,,I can't even login my account why?? Please fix it,Onboarding & KYC
Play Store,2026-07-07,2026-W28,5,,excellent 👌,Unthemed
Play Store,2026-07-06,2026-W28,4,,it laga and is a bit slow,App Performance & UX
Play Store,2026-07-06,2026-W28,2,,how to disable fingerprint login in groww app,Onboarding & KYC
Play Store,2026-07-06,2026-W28,5,,mujhe yeah acha laga kyuki esmain instant order or instant withdrawal milta hai jo bhut hi batter fill karwata hai or sath hi 915 by groww ka essay bhi acah hai,Payments & Withdrawals
Play Store,2026-07-06,2026-W28,5,,Excellent job,Unthemed
Play Store,2026-07-06,2026-W28,5,,nice,Unthemed
Play Store,2026-07-05,2026-W27,1,,facing a lot of problem while logging in to the aap.. Account verification got failed after many correct try..when I filled my all details correctly then while sending rs.1 in my account the the verification got failed ....Really much disappointing 🙂,Onboarding & KYC
Play Store,2026-07-05,2026-W27,5,,good to invest money,Orders & Investing
Play Store,2026-07-04,2026-W27,5,,very nice performance great groww,Unthemed
Play Store,2026-07-03,2026-W27,3,,"unable to login. the web interface is good, app stopped working, uninstalled and reinstalled but now can't login.",Onboarding & KYC
Play Store,2026-07-03,2026-W27,1,,"This App is a Scam specially when you buy positions using MTF. They will square off your position even when wallet balance is positive, they will put your balance into Negative without any reason. They squared off my position for which i paid 100 % as hair cut keeps changing but after squaring off my position they put my wallet into Negative which was positive earlier then where did the money go after squaring off positions. Indmoney is a far better app than this they never do such things.",Orders & Investing
Play Store,2026-07-03,2026-W27,5,,very good 👍😊,Unthemed
Play Store,2026-07-02,2026-W27,1,,new update which changed the simplicity of financial earnings of stocks is poor. The previous version was good for an mobile app. You are trying to make fancy stuffs by giving too much information which is not needed by daily customer. Bad experience with new updates,App Performance & UX
Play Store,2026-07-02,2026-W27,1,,app charges high,"Charges, Statements & Support"
Play Store,2026-07-02,2026-W27,5,,"⭐⭐⭐⭐⭐ Groww is an excellent investment app with a clean and user-friendly interface. Investing in mutual funds, stocks, and other financial products is simple, fast, and secure. The app is easy to understand, even for beginners, and offers a smooth investing experience. Highly recommended for anyone who wants to start and grow their investment journey!",Orders & Investing
Play Store,2026-07-01,2026-W27,1,,worst app really don't buy stocks in MTF for intrady or for swing trade try other app brokerage charges are high really worst app,App Performance & UX
Play Store,2026-07-01,2026-W27,1,,worst app for investment this groww app not deleting my demart account permanently....,App Performance & UX
Play Store,2026-07-01,2026-W27,1,,very bad anniversary charge le ta hai bhai Meri Mano na to Koi bhi mat Karna koi matlab Koi profit nahin kuch lena nhi h Lena Dena kuchh nahin Hai faltu bhi charge Kat lenge,"Charges, Statements & Support"
Play Store,2026-07-01,2026-W27,5,,vary good,Unthemed
Play Store,2026-07-01,2026-W27,5,,Good,Unthemed
Play Store,2026-06-30,2026-W27,1,,Don't install this ap...So many bugs..due to Grow app bugs I have lost 20k...Platform fee is also so high...they are. looting us...Go for some other Trading platform...Worst ...,App Performance & UX
Play Store,2026-06-30,2026-W27,1,,please don't open account with grow [name] Bank account issue and not any one help me so please don't open account with grow,Onboarding & KYC
Play Store,2026-06-30,2026-W27,1,,[name] app I have ever been used when I buy in fno it will decrease money while I sell price take high I have proof,Orders & Investing
Play Store,2026-06-30,2026-W27,5,,good for work but margin problem 😔😁,Orders & Investing
Play Store,2026-06-30,2026-W27,5,,smooth and very understanding 😉 the only bad thing is I don't have any money to invest 😭😭😭😭😭,Orders & Investing
Play Store,2026-06-30,2026-W27,5,,"nice and easy platform for new and old treders, for me like a new and learning fase customer is also satisfied, but sometimes facing negative when I withdraw my deposit fund balence, but I can manage it with ease.",Payments & Withdrawals
Play Store,2026-06-29,2026-W27,1,,freeze a lot and often,App Performance & UX
Play Store,2026-06-29,2026-W27,1,,I didn't understand why there is lagging in option buying and even in stock buying. Previously it wasn't like that but a couple of months [name] issue. Whenever I open the app it's starts buffering/lagging. and now 2026 june app update is even more worse.,App Performance & UX
Play Store,2026-06-29,2026-W27,4,,charges are little bit high,"Charges, Statements & Support"
Play Store,2026-06-29,2026-W27,1,,"Grow is a good application, but its Grow Charges, Brokerage Charges, and DP Charges are quite high. These charges are especially burdensome for low-investment and short-term traders. I'm not asking Grow to remove these charges completely, but I suggest reducing them as much as possible. It would greatly benefit investors and traders. [name] suggestion.","Charges, Statements & Support"
Play Store,2026-06-29,2026-W27,1,,groww is using money of public lying with demat offering loans unable to withdraw money it's a fraud company,Payments & Withdrawals
Play Store,2026-06-29,2026-W27,5,,Awesome detailed things on one app..,Unthemed
Play Store,2026-06-28,2026-W26,2,,more charges,"Charges, Statements & Support"
Play Store,2026-06-28,2026-W26,5,,best app for trading,Orders & Investing
Play Store,2026-06-28,2026-W26,4,,"Groww has Modern UI, but it needs lot of accuracy n enhancements, Bonds should not appear as Shares. Search results tab under Mutual Fund should show Mutual funds only. Search Results should display the Latest NAV of Shares/MF",Orders & Investing
Play Store,2026-06-28,2026-W26,5,,best trading,Orders & Investing
